index,BuildingRatingDesc,BuildingClassDesc,StreetAddress,Quadrant,City,State,PostCode,Latitude,Longitude,MinRent,MaxRent,NumBedsMin,NumBedsMax,NumBathsMin,NumBathsMax,UnitMinSqFt,UnitMaxSqFt,NUMUNITS,MinLeaseTermsMonths,MaxLeaseTermsMonths,IsShortTermLeaseAvailableFlag,AYB,EYB,YR_RMDL,STORIES,GBA,LotSqFtTotal,Rooms-Kitchen,Rooms-Heating,Rooms-Range,Rooms-Refrigerator,Rooms-Oven,Rooms-Air Conditioning,Building-Elevator,Rooms-Wheelchair Accessible (Rooms),Building-Laundry Facilities,Rooms-Hardwood Floors,Rooms-Tub/Shower,Rooms-Cable Ready,Rooms-Dishwasher,Building-Property Manager on Site,Building-Fitness Center,Building-Doorman,Rooms-Stainless Steel Appliances,Building-Controlled Access,Rooms-Microwave,Building-Concierge,Rooms-Washer/Dryer,Rooms-Granite Countertops,Rooms-Balcony,Rooms-Views,Building-24 Hour Availability,Rooms-High Speed Internet Access,Building-Maintenance on site,Building-Security System,Rooms-Vaulted Ceiling,Building-On-Site Retail,Building-Bike Storage,Rooms-Walk-In Closets,Building-Courtyard,Rooms-Storage Units,Building-Pool,Building-Storage Space,Rooms-Tile Floors,Building-Rooftop Lounge,Building-Gameroom,Building-Package Service,Building-Lounge,Rooms-Fireplace,Building-Sundeck,Building-Playground,Building-Clubhouse,Rooms-Intercom,Rooms-Smoke Free,Rooms-Disposal,Rooms-Eat-in Kitchen,Building-Dry Cleaning Service,Rooms-Freezer,Rooms-Carpet,Building-Business Center,Building-Vintage Building,Building-Video Patrol,Rooms-Dining Room,Building-Spa,Building-Media Center/Movie Theatre,Building-Sauna,Building-Grill,Building-Recycling,Rooms-Wi-Fi,Building-Laundry Service,Rooms-Patio,Rooms-Deck,Building-Car Charging Station,Rooms-Window Coverings,Building-Breakfast/Coffee Concierge,Building-Pet Play Area,Rooms-Crown Molding,Building-Maid Service,Building-Basketball Court,Rooms-Office,Building-Gated,Building-Cardio Machines,Rooms-Pantry,Rooms-Bay Window,Building-Free Weights,Building-Furnished Units Available,Rooms-Garden,Rooms-Ceiling Fans,Building-Online Services,Rooms-Washer/Dryer Hookup,Rooms-Sprinkler System,Rooms-Alarm,Building-Waterfront,Rooms-Double Pane Windows,Building-Multi Use Room,Building-Trash Pickup - Curbside,Building-Weight Machines,Rooms-Ice Maker,Building-Library,Building-Health Club Facility,Building-Picnic Area,Building-Planned Social Activities,Building-Walking/Biking Trails,Rooms-Basement,Rooms-Double Vanities,Rooms-Satellite TV,Rooms-Linen Closet,Building-Trash Pickup - Door to Door,Building-Pet Care,Building-Renters Insurance Program,Rooms-Yard,Building-Fitness Programs,PredFlag
544,4 Star,A,17th St NE,NE,Washington,DC,20002,38.895389,-76.980482,1101.573333,2926.19,0,0,,,,,26,,,,2014,,,3,52000,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
545,4 Star,A,300 Yoakum Pky,,Alexandria,VA,22304,38.810309,-77.138536,1446,2734,1,2,1,2,690,1300,277,,,,,,,16,272720,243457,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
546,2 Star,C,10900-10934 Coverstone Dr,,Manassas,VA,20109,38.794932,-77.520753,1015,1495,1,3,1,1,637,996,204,,,,,,,3,210339,376672,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
547,3 Star,B,1439 T St NW,NW,Washington,DC,20009,38.915906,-77.033627,1658.706667,2223.72,0,2,1,1,600,1000,42,,,,,,,4,41515,13721,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
548,3 Star,B,8305 16th St,,Silver Spring,MD,209102915,38.9957201,-77.034458,1470,3060,1,3,1,2,535,1584,450,,,,,,,3,371812,966200,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,2 Star,C,701 N Wayne St,,Arlington,VA,22201,38.881734,-77.085722,1360,2115,0,2,1,1,362,1037,597,,,,,,,3,565719,609060,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,4 Star,B,620 N Fayette St,,Alexandria,VA,22314,38.8121791,-77.0515294,1500,4744,0,2,1,2,468,1248,206,,,,2010,,,6,200000,87137,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
551,3 Star,B,43848 Dodge Ter,,Ashburn,VA,20147,39.028524,-77.485209,1225,1445,2,3,1,2,872,1101,174,,,,,,,3,234369,452344,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
552,2 Star,C,2265 Wilson Blvd,,Winchester,VA,226013659,39.1591357,-78.1800024,875,875,1,2,1,1,665,1104,12,,,,,,,2,11008,20909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
553,3 Star,B,623 M St NW,NW,Washington,DC,20001,38.9058694,-77.0210052,1768.313333,2304.256667,1,1,1,1,700,700,9,,,,,,,4,9852,4687,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
554,4 Star,A,1521 Boyd Pointe Way,,Tysons,VA,22182,38.9306652,-77.2408965,1577,3723,0,2,1,2,508,1233,400,,,,2014,,,34,320000,,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,3 Star,C,2504-2520 10th St NE,NE,Washington,DC,20018,38.9229314,-76.9927869,984.28,1605.18,0,2,1,1,297,849,96,,,,,,,4,88036,27480,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
556,3 Star,C,2040 Columbia Pike,,Arlington,VA,222046236,38.8639961,-77.0787691,1295,2550,0,3,1,2,389,1340,400,12,12,,,,,6,758130,151153,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,3 Star,B,9039 Sligo Creek Pky,,Silver Spring,MD,20901,39.0041694,-77.0136748,1159.53,986.95,0,0,,,,,255,,,,,,,17,255000,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
558,4 Star,B,5300 Newton St,,Bladensburg,MD,20710,38.936633,-76.926939,638,784,1,2,1,1,712,875,78,,,,,,,4,81389,153767,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,2 Star,C,1750 Harvard St NW,NW,Washington,DC,200092968,38.926883,-77.040939,1425.24,1865.256667,0,0,,,,,32,,,,,,,6,18622,5504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
560,3 Star,B,2633 16th St NW,NW,Washington,DC,200094280,38.923464,-77.031645,1209,1452,1,2,1,2,500,1258,75,,,,,,,7,64819,17424,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,2 Star,C,1100 Lebanon St,,Silver Spring,MD,20903,38.991938,-76.987826,1130,1354,1,2,1,1,700,865,204,,,,,,,3,183426,103237,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,3 Star,B,605 Zekiah Run Rd,,La Plata,MD,206469647,38.5352606,-76.973719,1336.323333,1759.26,2,2,1,1,1045,1045,10,,,,,,,,9200,30906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
563,3 Star,B,601 E Randolph Rd,,Silver Spring,MD,20904,39.0748678,-76.9962322,773,1472,1,2,1,2,614,1071,83,,,,,,,3,67545,201247,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
564,3 Star,B,5300 Columbia Pike,,Arlington,VA,222043134,38.8538578,-77.1163524,1303.383333,1427.253333,0,0,,,,,136,,,,,,,11,242770,152303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
565,3 Star,B,14000 Castle Blvd,,Silver Spring,MD,20904,39.08584,-76.941981,1189,2956,1,3,1,2,849,1386,143,,,,,,,12,180576,445183,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,2 Star,C,3744 Hayes St NE,NE,Washington,DC,200191723,38.9024864,-76.9490467,1106,1106,1,3,1,1,558,860,410,,,,,,,3,500000,989204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
567,3 Star,B,2250 Sofia Way,,Winchester,VA,226016461,39.161897,-78.189105,1125,1275,2,2,2,2,1082,1181,48,,,,,,,3,55000,40511,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
568,3 Star,C,2831 Fairhaven Ave,,Alexandria,VA,223032238,38.7873111,-77.0812807,1172,1400,1,3,1,2,600,986,113,,,,,,,3,77824,187700,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
569,4 Star,B,1032-1038 Otis St NE,NE,Washington,DC,200171764,38.9346754,-76.9917493,1173.12,1878.446667,2,2,2,2,900,1200,16,,,,2016,,,3,25000,8313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
570,4 Star,A,8831 Lottsford Rd,,Largo,MD,20774,38.8965427,-76.8417117,1341,2627,1,2,1,2,686,1707,242,,,,,,,4,300000,886516,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,3 Star,B,305 Oak Springs Dr,,Warrenton,VA,201862182,38.731758,-77.795733,899,1149,1,2,1,2,620,1200,111,12,12,,,,,2,87450,,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,3 Star,C,3342 Lancer Dr,,Hyattsville,MD,20782,38.95814,-76.95982,1267,1559,1,2,1,1,637,986,245,,,,,2005,2005,2,180000,383459,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,3 Star,B,1700-1704 Euclid St NW,NW,Washington,DC,200092810,38.922966,-77.039154,1450.666667,2162.156667,1,3,,,,,19,,,,2012,,,4,16888,6970,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
574,2 Star,C,1421 Taney Ave,,Frederick,MD,21702,39.4361714,-77.4143856,1081.656667,1302.316667,1,1,1,1,897,897,130,,,,,,,6,116610,130680,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
575,3 Star,C,3004 Bel Pre Rd,,Silver Spring,MD,20906,39.090807,-77.063319,1290,1785,1,3,1,2,840,1300,211,,,,,,,3,216132,422532,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,2 Star,C,3300-3304 Pennsylvania Ave SE,SE,Washington,DC,200202408,38.868608,-76.957843,1056.323333,1155.673333,1,1,1,1,675,800,31,,,,,,,3,30636,20950,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
577,2 Star,C,1817 N Quinn St,,Arlington,VA,22209,38.8965894,-77.0777764,1341.316667,1600.533333,1,3,1,1,575,950,63,,,,,,,4,56056,77667,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
578,3 Star,B,1000 12th St SE,SE,Washington,DC,200034147,38.8782013,-76.9897,1230.436667,1810.783333,2,3,1,1,,,48,,,,,,,5,58295,26124,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
579,2 Star,C,202-206 Blair Rd,,Indian Head,MD,206401964,38.596268,-77.1570275,1050,1200,1,3,1,2,700,1000,33,,,,,,,3,26250,155509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
580,2 Star,C,25 School Dr,,Gaithersburg,MD,208782830,39.1195415,-77.2143729,1200,1650,1,3,1,1,645,969,168,,,,,,,3,179715,414256,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
581,4 Star,B,3930 Georgia Ave NW,NW,Washington,DC,200115861,38.939514,-77.025116,1773.466667,3216.153333,1,3,1,2,558,1282,31,,,,2014,,,6,23601,6787,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
582,4 Star,A,652A Fort Evans Rd NE,NE,Leesburg,VA,201764086,39.1014529,-77.5227805,1343,1619,2,3,1,2,941,1239,150,,12,,,,,3,163770,344560,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
583,3 Star,C,3710 Columbia Pike,,Arlington,VA,22204,38.860134,-77.0951685,1110,1930,0,3,1,1,400,1200,245,,,,,,,3,187000,81100,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,3 Star,C,410-412 W South St,,Frederick,MD,21701,39.4104082,-77.4180994,979.6666667,1304.92,1,2,1,1,700,900,30,,,,,,,3,22921,34599,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
585,3 Star,B,5225 Connecticut Ave NW,NW,Washington,DC,20015,38.958294,-77.071261,1289,2160,0,2,1,2,291,851,126,,,,,,,8,94176,26415,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,2 Star,C,531 S Frederick Ave,,Gaithersburg,MD,20877,39.132612,-77.18875,945,945,0,2,1,1,650,900,41,,,,,,,3,75000,68824,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,3 Star,B,1725 17th St NW,NW,Washington,DC,20009,38.9134597,-77.0379485,1392.473333,1960.7,0,0,,,,,85,,,,,,,6,105906,18709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
588,2 Star,C,5401 Hamilton St,,Hyattsville,MD,207812833,38.9511052,-76.9212539,850,1330,1,2,1,1,630,720,68,,,,,,,3,59500,111601,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
